序号,所在目录,标题,标题末尾,标题链接,标题链接末尾路径,标签,网站题解链接,github 题解链接,通过率,难度,题解数目
2579,2500-2599,2579. 统计染色格子数,统计染色格子数,https://leetcode.com/problems/count-total-number-of-colored-cells/,count-total-number-of-colored-cells,数学,https://2xiao.github.io/fe/leetcode/problem/2579,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2579.md,66.4%,中等,36
2580,2500-2599,2580. 统计将重叠区间合并成组的方案数,统计将重叠区间合并成组的方案数,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges/,count-ways-to-group-overlapping-ranges,数组、排序,https://2xiao.github.io/fe/leetcode/problem/2580,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2580.md,35.4%,中等,50
2581,2500-2599,2581. 统计可能的树根数目,统计可能的树根数目,https://leetcode.com/problems/count-number-of-possible-root-nodes/,count-number-of-possible-root-nodes,树、深度优先搜索、哈希表、动态规划,https://2xiao.github.io/fe/leetcode/problem/2581,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2581.md,57.7%,困难,26
2582,2500-2599,2582. 递枕头,递枕头,https://leetcode.com/problems/pass-the-pillow/,pass-the-pillow,数学、模拟,https://2xiao.github.io/fe/leetcode/problem/2582,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2582.md,55.9%,简单,88
2583,2500-2599,2583. 二叉树中的第 K 大层和,二叉树中的第 K 大层和,https://leetcode.com/problems/kth-largest-sum-in-a-binary-tree/,kth-largest-sum-in-a-binary-tree,树、广度优先搜索、二分查找,https://2xiao.github.io/fe/leetcode/problem/2583,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2583.md,44.0%,中等,68
2584,2500-2599,2584. 分割数组使乘积互质,分割数组使乘积互质,https://leetcode.com/problems/split-the-array-to-make-coprime-products/,split-the-array-to-make-coprime-products,数组、哈希表、数学、数论,https://2xiao.github.io/fe/leetcode/problem/2584,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2584.md,25.4%,困难,72
2585,2500-2599,2585. 获得分数的方法数,获得分数的方法数,https://leetcode.com/problems/number-of-ways-to-earn-points/,number-of-ways-to-earn-points,数组、动态规划,https://2xiao.github.io/fe/leetcode/problem/2585,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2585.md,64.5%,困难,56
2586,2500-2599,2586. 统计范围内的元音字符串数,统计范围内的元音字符串数,https://leetcode.com/problems/count-the-number-of-vowel-strings-in-range/,count-the-number-of-vowel-strings-in-range,数组、字符串,https://2xiao.github.io/fe/leetcode/problem/2586,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2586.md,81.6%,简单,55
2587,2500-2599,2587. 重排数组以得到最大前缀分数,重排数组以得到最大前缀分数,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score/,rearrange-array-to-maximize-prefix-score,贪心、数组、前缀和、排序,https://2xiao.github.io/fe/leetcode/problem/2587,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2587.md,40.6%,中等,44
2588,2500-2599,2588. 统计美丽子数组数目,统计美丽子数组数目,https://leetcode.com/problems/count-the-number-of-beautiful-subarrays/,count-the-number-of-beautiful-subarrays,位运算、数组、哈希表、前缀和,https://2xiao.github.io/fe/leetcode/problem/2588,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2588.md,41.9%,中等,60
2589,2500-2599,2589. 完成所有任务的最少时间,完成所有任务的最少时间,https://leetcode.com/problems/minimum-time-to-complete-all-tasks/,minimum-time-to-complete-all-tasks,栈、贪心、数组、二分查找、排序,https://2xiao.github.io/fe/leetcode/problem/2589,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2589.md,42.7%,困难,34
2590,2500-2599,2590. 设计一个待办事项清单,设计一个待办事项清单,https://leetcode.com/problems/design-a-todo-list/,design-a-todo-list,设计、数组、哈希表、字符串、排序,https://2xiao.github.io/fe/leetcode/problem/2590,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2590.md,55.5%,中等,4
2591,2500-2599,2591. 将钱分给最多的儿童,将钱分给最多的儿童,https://leetcode.com/problems/distribute-money-to-maximum-children/,distribute-money-to-maximum-children,贪心、数学,https://2xiao.github.io/fe/leetcode/problem/2591,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2591.md,20.8%,简单,59
2592,2500-2599,2592. 最大化数组的伟大值,最大化数组的伟大值,https://leetcode.com/problems/maximize-greatness-of-an-array/,maximize-greatness-of-an-array,贪心、数组、双指针、排序,https://2xiao.github.io/fe/leetcode/problem/2592,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2592.md,57.7%,中等,57
2593,2500-2599,2593. 标记所有元素后数组的分数,标记所有元素后数组的分数,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements/,find-score-of-an-array-after-marking-all-elements,数组、排序、模拟、堆（优先队列）,https://2xiao.github.io/fe/leetcode/problem/2593,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2593.md,51.9%,中等,51
2594,2500-2599,2594. 修车的最少时间,修车的最少时间,https://leetcode.com/problems/minimum-time-to-repair-cars/,minimum-time-to-repair-cars,数组、二分查找,https://2xiao.github.io/fe/leetcode/problem/2594,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2594.md,45.6%,中等,33
2595,2500-2599,2595. 奇偶位数,奇偶位数,https://leetcode.com/problems/number-of-even-and-odd-bits/,number-of-even-and-odd-bits,位运算,https://2xiao.github.io/fe/leetcode/problem/2595,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2595.md,72.8%,简单,58
2596,2500-2599,2596. 检查骑士巡视方案,检查骑士巡视方案,https://leetcode.com/problems/check-knight-tour-configuration/,check-knight-tour-configuration,深度优先搜索、广度优先搜索、数组、矩阵、模拟,https://2xiao.github.io/fe/leetcode/problem/2596,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2596.md,52.5%,中等,99
2597,2500-2599,2597. 美丽子集的数目,美丽子集的数目,https://leetcode.com/problems/the-number-of-beautiful-subsets/,the-number-of-beautiful-subsets,数组、动态规划、回溯,https://2xiao.github.io/fe/leetcode/problem/2597,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2597.md,34.7%,中等,56
2598,2500-2599,2598. 执行操作后的最大 MEX,执行操作后的最大 MEX,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations/,smallest-missing-non-negative-integer-after-operations,贪心、数组、哈希表、数学,https://2xiao.github.io/fe/leetcode/problem/2598,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2598.md,39.1%,中等,55
2599,2500-2599,2599. 使前缀和数组非负,使前缀和数组非负,https://leetcode.com/problems/make-the-prefix-sum-non-negative/,make-the-prefix-sum-non-negative,贪心、数组、堆（优先队列）,https://2xiao.github.io/fe/leetcode/problem/2599,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2599.md,55.4%,中等,5
2600,2600-2699,2600. K 件物品的最大和,K 件物品的最大和,https://leetcode.com/problems/k-items-with-the-maximum-sum/,k-items-with-the-maximum-sum,贪心、数学,https://2xiao.github.io/fe/leetcode/problem/2600,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2600.md,66.0%,简单,59
2601,2600-2699,2601. 质数减法运算,质数减法运算,https://leetcode.com/problems/prime-subtraction-operation/,prime-subtraction-operation,贪心、数组、数学、二分查找、数论,https://2xiao.github.io/fe/leetcode/problem/2601,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2601.md,38.6%,中等,86
2602,2600-2699,2602. 使数组元素全部相等的最少操作次数,使数组元素全部相等的最少操作次数,https://leetcode.com/problems/minimum-operations-to-make-all-array-elements-equal/,minimum-operations-to-make-all-array-elements-equal,数组、二分查找、前缀和、排序,https://2xiao.github.io/fe/leetcode/problem/2602,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2602.md,33.4%,中等,99
2603,2600-2699,2603. 收集树中金币,收集树中金币,https://leetcode.com/problems/collect-coins-in-a-tree/,collect-coins-in-a-tree,树、图、拓扑排序、数组,https://2xiao.github.io/fe/leetcode/problem/2603,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2603.md,43.6%,困难,42
2604,2600-2699,2604. 吃掉所有谷子的最短时间,吃掉所有谷子的最短时间,https://leetcode.com/problems/minimum-time-to-eat-all-grains/,minimum-time-to-eat-all-grains,数组、二分查找、排序,https://2xiao.github.io/fe/leetcode/problem/2604,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2604.md,38.0%,困难,3
2605,2600-2699,2605. 从两个数字数组里生成最小数字,从两个数字数组里生成最小数字,https://leetcode.com/problems/form-smallest-number-from-two-digit-arrays/,form-smallest-number-from-two-digit-arrays,数组、哈希表、枚举,https://2xiao.github.io/fe/leetcode/problem/2605,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2605.md,63.3%,简单,48
2606,2600-2699,2606. 找到最大开销的子字符串,找到最大开销的子字符串,https://leetcode.com/problems/find-the-substring-with-maximum-cost/,find-the-substring-with-maximum-cost,数组、哈希表、字符串、动态规划,https://2xiao.github.io/fe/leetcode/problem/2606,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2606.md,53.3%,中等,36
2607,2600-2699,2607. 使子数组元素和相等,使子数组元素和相等,https://leetcode.com/problems/make-k-subarray-sums-equal/,make-k-subarray-sums-equal,数组、数学、数论、排序,https://2xiao.github.io/fe/leetcode/problem/2607,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2607.md,38.6%,中等,23
2608,2600-2699,2608. 图中的最短环,图中的最短环,https://leetcode.com/problems/shortest-cycle-in-a-graph/,shortest-cycle-in-a-graph,广度优先搜索、图,https://2xiao.github.io/fe/leetcode/problem/2608,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2608.md,40.8%,困难,31
2609,2600-2699,2609. 最长平衡子字符串,最长平衡子字符串,https://leetcode.com/problems/find-the-longest-balanced-substring-of-a-binary-string/,find-the-longest-balanced-substring-of-a-binary-string,字符串,https://2xiao.github.io/fe/leetcode/problem/2609,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2609.md,49.3%,简单,95
2610,2600-2699,2610. 转换二维数组,转换二维数组,https://leetcode.com/problems/convert-an-array-into-a-2d-array-with-conditions/,convert-an-array-into-a-2d-array-with-conditions,数组、哈希表,https://2xiao.github.io/fe/leetcode/problem/2610,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2610.md,85.1%,中等,82
2611,2600-2699,2611. 老鼠和奶酪,老鼠和奶酪,https://leetcode.com/problems/mice-and-cheese/,mice-and-cheese,贪心、数组、排序、堆（优先队列）,https://2xiao.github.io/fe/leetcode/problem/2611,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2611.md,58.7%,中等,291
2612,2600-2699,2612. 最少翻转操作数,最少翻转操作数,https://leetcode.com/problems/minimum-reverse-operations/,minimum-reverse-operations,广度优先搜索、数组、有序集合,https://2xiao.github.io/fe/leetcode/problem/2612,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2612.md,20.8%,困难,33
2613,2600-2699,2613. 美数对,美数对,https://leetcode.com/problems/beautiful-pairs/,beautiful-pairs,几何、数组、数学、分治、有序集合、排序,https://2xiao.github.io/fe/leetcode/problem/2613,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2613.md,48.2%,困难,4
2614,2600-2699,2614. 对角线上的质数,对角线上的质数,https://leetcode.com/problems/prime-in-diagonal/,prime-in-diagonal,数组、数学、矩阵、数论,https://2xiao.github.io/fe/leetcode/problem/2614,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2614.md,32.9%,简单,49
2615,2600-2699,2615. 等值距离和,等值距离和,https://leetcode.com/problems/sum-of-distances/,sum-of-distances,数组、哈希表、前缀和,https://2xiao.github.io/fe/leetcode/problem/2615,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2615.md,35.4%,中等,64
2616,2600-2699,2616. 最小化数对的最大差值,最小化数对的最大差值,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/,minimize-the-maximum-difference-of-pairs,贪心、数组、二分查找,https://2xiao.github.io/fe/leetcode/problem/2616,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2616.md,39.0%,中等,34
2617,2600-2699,2617. 网格图中最少访问的格子数,网格图中最少访问的格子数,https://leetcode.com/problems/minimum-number-of-visited-cells-in-a-grid/,minimum-number-of-visited-cells-in-a-grid,栈、并查集、树状数组、线段树、数组、二分查找、动态规划,https://2xiao.github.io/fe/leetcode/problem/2617,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2617.md,32.6%,困难,62
2618,2600-2699,2618. 检查是否是类的对象实例,检查是否是类的对象实例,https://leetcode.com/problems/check-if-object-instance-of-class/,check-if-object-instance-of-class,,https://2xiao.github.io/fe/leetcode/problem/2618,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2618.md,34.0%,中等,43
2619,2600-2699,2619. 数组原型对象的最后一个元素,数组原型对象的最后一个元素,https://leetcode.com/problems/array-prototype-last/,array-prototype-last,,https://2xiao.github.io/fe/leetcode/problem/2619,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2619.md,72.2%,简单,60
2620,2600-2699,2620. 计数器,计数器,https://leetcode.com/problems/counter/,counter,,https://2xiao.github.io/fe/leetcode/problem/2620,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2620.md,81.9%,简单,57
2621,2600-2699,2621. 睡眠函数,睡眠函数,https://leetcode.com/problems/sleep/,sleep,,https://2xiao.github.io/fe/leetcode/problem/2621,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2621.md,84.0%,简单,38
2622,2600-2699,2622. 有时间限制的缓存,有时间限制的缓存,https://leetcode.com/problems/cache-with-time-limit/,cache-with-time-limit,,https://2xiao.github.io/fe/leetcode/problem/2622,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2622.md,55.8%,中等,48
2623,2600-2699,2623. 记忆函数,记忆函数,https://leetcode.com/problems/memoize/,memoize,,https://2xiao.github.io/fe/leetcode/problem/2623,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2623.md,61.2%,中等,37
2624,2600-2699,2624. 蜗牛排序,蜗牛排序,https://leetcode.com/problems/snail-traversal/,snail-traversal,,https://2xiao.github.io/fe/leetcode/problem/2624,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2624.md,66.0%,中等,47
2625,2600-2699,2625. 扁平化嵌套数组,扁平化嵌套数组,https://leetcode.com/problems/flatten-deeply-nested-array/,flatten-deeply-nested-array,,https://2xiao.github.io/fe/leetcode/problem/2625,https://github.com/2xiao/fe/blob/sourcecode/docs/leetcode/problem/2625.md,51.0%,中等,52
